,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.false.sampleSize,1085,981,890,807,733,1289,1161,1055,963,880,1513,1375,1261,1161,1071,1775,1630,1503,1396,1300,2005,1847,1714,1605,1509,2266,2105,1962,1844,1733
backtestResult.results.groupedByPriceTargetReached.false.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.mean,-0.0030100767536666686,-0.0034406562351068926,-0.0038521901505752104,-0.004258192307279745,-0.004701336803319118,-0.003669376509223381,-0.0041231768474692,-0.0045511959328013605,-0.0049290554501164405,-0.0053589173920454165,-0.0041456041352458325,-0.004628603672850677,-0.005087369460185578,-0.005481324279721084,-0.005946311377014928,-0.00435380993558433,-0.0048440360241513,-0.005310936472249528,-0.0057230393445912445,-0.0061871927119440005,-0.0044521684474910315,-0.0049400595166528664,-0.005401827789975279,-0.0058165214926773935,-0.006283962745314821,-0.004497901125875984,-0.004983013101936328,-0.005444216319268154,-0.005865117715298253,-0.006326736678977503
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.stdDev,0.0015877367721519764,0.001829825983064848,0.0020668224606052127,0.0022957101526235534,0.0025763522765193505,0.0016781681661131068,0.001928532045924016,0.002171631953303193,0.0023410381604770606,0.0025772957437349793,0.0016985246148194643,0.001958500563790623,0.002215670307383748,0.0023909443343700697,0.00263499695244504,0.0016749007745357571,0.0019295209526655845,0.002174016082799673,0.0023535306706899124,0.0025881713492958147,0.0016601460768876487,0.0019013163372372565,0.0021319934121563767,0.002310682713233794,0.0025399075432190462,0.001633460356825347,0.0018610927302782534,0.002082708225540503,0.0022615862061549693,0.002479887121448956
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.min,-0.010088779006872838,-0.011473110217907171,-0.012927428317903817,-0.01438437484266445,-0.015841321367425422,-0.011698659101336254,-0.013371093767206845,-0.015043528433077609,-0.01571495113557773,-0.01715537075771707,-0.01191632570752602,-0.013455869117741787,-0.015043528433077609,-0.01571495113557773,-0.01715537075771707,-0.01191632570752602,-0.013455869117741787,-0.015043528433077609,-0.01571495113557773,-0.01715537075771707,-0.01191632570752602,-0.013455869117741787,-0.015043528433077609,-0.01571495113557773,-0.01715537075771707,-0.01191632570752602,-0.013455869117741787,-0.015043528433077609,-0.01571495113557773,-0.01715537075771707
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.firstQuartile,-0.0037973454135361686,-0.004334852519888432,-0.004859607118995844,-0.005388225962733921,-0.0060165033633611574,-0.004534060434366839,-0.0051034088378522635,-0.005662362124307058,-0.006176357168415721,-0.00671140742236261,-0.005112698675130256,-0.005700244574812356,-0.006311714114295167,-0.006874241071569774,-0.00747338561819794,-0.005316912079446527,-0.005933820247964812,-0.0065305628775293115,-0.007108685210303669,-0.007684236436506984,-0.00539807712722522,-0.006013612516695473,-0.006603513287365732,-0.007169378045593651,-0.00778559525109211,-0.00540664644379806,-0.006023579054068632,-0.006625890074197485,-0.007187077726688696,-0.007786115692320314
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.median,-0.0028328764254107273,-0.0032257949532452767,-0.0036159207236005726,-0.00398042349122159,-0.0043977272177235065,-0.003417892479642539,-0.003833217752016344,-0.004216238961604759,-0.0045696890440798735,-0.0049727318903179,-0.003944800588880767,-0.0043622646897408185,-0.004757095943634619,-0.0051335521525761214,-0.005607495285293283,-0.004173815239208044,-0.004634245887031145,-0.005061283703855247,-0.005468069391554259,-0.005941734060938042,-0.004248089148248942,-0.0047264339749587,-0.005159371448975254,-0.0055813481910862274,-0.006048764769655895,-0.004325525634371478,-0.0047759773988719535,-0.005206752485373068,-0.005650654485523463,-0.006088869875160775
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.thirdQuartile,-0.0020155328591802526,-0.0022378152465579258,-0.002496068683603238,-0.0027570465710387857,-0.0030045592122537627,-0.0025718850297580973,-0.0028681331156333195,-0.0031714009174754637,-0.0034275527747873635,-0.0037243747013655385,-0.003020245779909011,-0.0033340929821479895,-0.0036305285376591317,-0.003896797882662853,-0.0042452111167473995,-0.003253063459958406,-0.0035753117495266433,-0.003888459012174026,-0.004162739894015701,-0.004499821073917479,-0.0033536040595642694,-0.003674835239695657,-0.00400024693835973,-0.004269613860508592,-0.004605883884504248,-0.003408954963288261,-0.003738805013052869,-0.004060823697691546,-0.0043521795115126745,-0.004704344013213957
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.max,0.004879207796056345,0.004795586646434705,0.004711965496812904,0.004628344347191264,0.004544723197569624,0.0006928679804539091,0.0007000696214899277,0.0007072712625261062,0.0007144729035621247,0.0007216745445984633,0.0004341921580566807,0.0004413919374921538,0.00044859171692762683,0.0004557914963632661,0.0004629912757987392,0.0001109404941668642,-6.509891351021313e-05,-0.00010343171657046123,-0.00014176451963070934,-0.00018009732269095742,0.0001109404941668642,-6.509891351021313e-05,-0.00010343171657046123,-0.00014176451963070934,-0.00018009732269095742,0.0001109404941668642,-6.509891351021313e-05,-0.00010343171657046123,-0.00014176451963070934,-0.00018009732269095742
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.range,0.014967986802929184,0.016268696864341875,0.01763939381471672,0.019012719189855715,0.020386044564995046,0.012391527081790163,0.014071163388696774,0.015750799695603716,0.016429424039139856,0.01787704530231553,0.012350517865582701,0.013897261055233942,0.015492120150005236,0.016170742631940998,0.01761836203351581,0.012027266201692885,0.013390770204231574,0.014940096716507147,0.015573186615947022,0.01697527343502611,0.012027266201692885,0.013390770204231574,0.014940096716507147,0.015573186615947022,0.01697527343502611,0.012027266201692885,0.013390770204231574,0.014940096716507147,0.015573186615947022,0.01697527343502611
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveCount,18,15,14,13,13,4,3,3,3,3,2,1,1,1,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeCount,1067,966,876,794,720,1285,1158,1052,960,877,1511,1374,1260,1160,1070,1773,1630,1503,1396,1300,2003,1847,1714,1605,1509,2264,2105,1962,1844,1733
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportion,0.016589861751152075,0.01529051987767584,0.015730337078651686,0.0161090458488228,0.017735334242837655,0.0031031807602792862,0.002583979328165375,0.002843601895734597,0.003115264797507788,0.003409090909090909,0.0013218770654329147,0.0007272727272727272,0.0007930214115781126,0.0008613264427217916,0.0009337068160597573,0.0011267605633802818,0,0,0,0,0.000997506234413965,0,0,0,0,0.00088261253309797,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportion,0.9834101382488479,0.9847094801223242,0.9842696629213483,0.9838909541511772,0.9822646657571623,0.9968968192397207,0.9974160206718347,0.9971563981042654,0.9968847352024922,0.9965909090909091,0.998678122934567,0.9992727272727273,0.9992069785884219,0.9991386735572783,0.9990662931839402,0.9988732394366198,1,1,1,1,0.999002493765586,1,1,1,1,0.999117387466902,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.009862381192396314,0.008582252245795109,0.008629410990168538,0.00860119220492565,0.009478185219133697,0.0008454955391776571,0.0005324410529715763,0.0005859374999999999,0.000641914914330218,0.0007024591619318181,0.00016265284203569069,1.9886363636363634e-05,2.1684179222839018e-05,2.355189491817399e-05,2.5531045751633988e-05,0.000136443661971831,0,0,0,0,0.00012079177057356607,0,0,0,0,0.00010687886142983231,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.026092188259423603,0.025090885453997035,0.026254735368021417,0.027387550476906167,0.03013429732797579,0.007929009555198131,0.007534076385103763,0.008286910938425651,0.009074273510514019,0.009928993745283648,0.004769614573275105,0.0040474576083096596,0.004410298262013036,0.004790891767266903,0.005190745121290702,0.004064578204087808,0.002262115478515625,0.002452850341796875,0.002635955810546875,0.002834320068359375,0.003600345525955619,0.001995086669921875,0.002147674560546875,0.002292633056640625,0.002445220947265625,0.0031808447438010264,0.001750946044921875,0.001880645751953125,0.001995086669921875,0.002124786376953125
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9739078117405764,0.9749091145460029,0.9737452646319786,0.9726124495230939,0.9698657026720243,0.9920709904448018,0.9924659236148963,0.9917130890615745,0.990925726489486,0.9900710062547164,0.9952303854267248,0.9959525423916902,0.9955897017379871,0.9952091082327331,0.9948092548787093,0.9959354217959122,0.9977378845214844,0.9975471496582031,0.9973640441894531,0.9971656799316406,0.9963996544740445,0.9980049133300781,0.9978523254394531,0.9977073669433594,0.9975547790527344,0.9968191552561989,0.9982490539550781,0.9981193542480469,0.9980049133300781,0.9978752136230469
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.9901376188076036,0.9914177477542048,0.9913705890098314,0.9913988077950744,0.9905218147808662,0.9991545044608225,0.9994675589470285,0.9994140625,0.9993580850856698,0.9992975408380682,0.9998373471579644,0.9999801136363635,0.9999783158207771,0.9999764481050818,0.9999744689542485,0.9998635563380281,1,1,1,1,0.9998792082294263,1,1,1,1,0.9998931211385702,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.00310455236383328,-0.0035551630561389555,-0.003987979041291715,-0.004416585443806139,-0.004887849898763859,-0.0037609911939062157,-0.004234111396266372,-0.004682239608037558,-0.005076915694899232,-0.005529203410768832,-0.004231191263068491,-0.004732124664412836,-0.005209663042185614,-0.00561885807465754,-0.006104123896418973,-0.004431729403110068,-0.004937708450156691,-0.005420847010230713,-0.00584650132087078,-0.006327887309165253,-0.004524836778596237,-0.005026771077455506,-0.005502761566009886,-0.005929568447540447,-0.0064121159170782375,-0.004565157696243386,-0.0050625187595264645,-0.005536374735376637,-0.005968343634688147,-0.006443495231743598
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.upperLimit,-0.002915601143500057,-0.0033261494140748296,-0.0037164012598587064,-0.004099799170753351,-0.0045148237078743774,-0.0035777618245405466,-0.004012242298672028,-0.004420152257565163,-0.004781195205333649,-0.005188631373322001,-0.004060017007423174,-0.004525082681288518,-0.004965075878185541,-0.005343790484784628,-0.005788498857610883,-0.004275890468058592,-0.004750363598145909,-0.005201025934268343,-0.005599577368311709,-0.006046498114722748,-0.004379500116385826,-0.004853347955850227,-0.005300894013940673,-0.00570347453781434,-0.006155809573551404,-0.004430644555508581,-0.0049035074443461914,-0.00535205790315967,-0.00576189179590836,-0.006209978126211408
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.mean,-0.0018103429671647918,-0.0022409806366613196,-0.002652597388203004,-0.0030587184431030193,-0.0035018992554503433,-0.00246965126972835,-0.002923480224220862,-0.0033515958326375225,-0.003729556028587473,-0.004159485230373317,-0.0029460663015583944,-0.0034291200681012676,-0.0038880195885026294,-0.004282118065282712,-0.004747197664444009,-0.0031544721119844523,-0.003644804812310505,-0.004111887259304183,-0.004524185864835285,-0.004988416443149259,-0.0032530062363896294,-0.0037410381162305793,-0.004203005769951489,-0.004617890329480977,-0.0050854309934674075,-0.003298730205917107,-0.0037839743866140956,-0.004245332513450809,-0.004666374786020126,-0.0051280577972366735
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.stdDev,0.0015878082325423422,0.0018299503064433875,0.0020670630121444175,0.0022961776559016485,0.0025768077608005796,0.001677944333379202,0.001928274841592157,0.002171488189966096,0.002341223130983395,0.00257752463283238,0.0016983720592089902,0.0019583317718113464,0.002215590487551947,0.0023912311726595596,0.002635278115175179,0.001674848731842073,0.001929455678272825,0.002174057304328603,0.002353957477909266,0.002588580969468064,0.001660127894736905,0.001901287041383807,0.0021320522744298046,0.00231106702477126,0.0025402655338586048,0.0016333198084920314,0.0018609337978285477,0.002082564757407288,0.0022616756859690857,0.002479956064512896
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.min,-0.008877399299888816,-0.010260070309590679,-0.011712644274348462,-0.013167843511651884,-0.014623042748955475,-0.01048534869665738,-0.012155777644359888,-0.013826206592062396,-0.0144968240704542,-0.01593551622552721,-0.01070275425954562,-0.012240451325475818,-0.013826206592062396,-0.0144968240704542,-0.01593551622552721,-0.01070275425954562,-0.012240451325475818,-0.013826206592062396,-0.0144968240704542,-0.01593551622552721,-0.01070275425954562,-0.012240451325475818,-0.013826206592062396,-0.0144968240704542,-0.01593551622552721,-0.01070275425954562,-0.012240451325475818,-0.013826206592062396,-0.0144968240704542,-0.01593551622552721
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.0025986163421156546,-0.0031345369942190277,-0.0036579077122796265,-0.004182483537034015,-0.0048181314384490295,-0.00333405911133233,-0.003907698466229617,-0.0044675645922255865,-0.004983052814405462,-0.0055164225015662365,-0.00391771100990854,-0.004506368542682869,-0.005104864167326184,-0.005681269888719524,-0.006274044679949,-0.004112288027193854,-0.004727983929496997,-0.005333823506097614,-0.005907700017764728,-0.006490494949538679,-0.004197198234928395,-0.004814225604059053,-0.005410721828435252,-0.005963025620950312,-0.0065781282787684085,-0.004208533270891705,-0.004830091256254874,-0.0054245723593749785,-0.005989491287262665,-0.006578793339449961
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.median,-0.0016355574857573369,-0.0020287214017084155,-0.0024169780352143095,-0.0027763694154775125,-0.0031971891864901584,-0.0022168099380139436,-0.002630713438998324,-0.0030134263808867783,-0.0033718942829365837,-0.003768475774428184,-0.002746407637820713,-0.003162919740246959,-0.003553533778280537,-0.003938995681276509,-0.004401972053406784,-0.0029769603109406784,-0.003434567815167641,-0.003858503663109723,-0.004262231211192651,-0.004748137953140957,-0.0030519399023104287,-0.0035214852234396305,-0.003956957472489456,-0.004387076555259089,-0.004855307212845276,-0.00312394527463043,-0.003580991580259415,-0.004008908946447821,-0.004444597334431505,-0.004891048151231933
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.thirdQuartile,-0.0008172325184067842,-0.0010385404648714917,-0.0012976755553370225,-0.0015549861712002334,-0.0018016754714435617,-0.001369788776769119,-0.001667415754918202,-0.001968317086672932,-0.0022241617460748014,-0.002520627699924672,-0.0018208091660289927,-0.002137375863455236,-0.0024308169469598514,-0.0026967985559784124,-0.0030408394863855374,-0.002054301722560998,-0.0023771256092660494,-0.0026901024589825848,-0.002958972650898874,-0.0033032804579273766,-0.0021553475393799168,-0.002471632580279542,-0.002796169088743491,-0.0030696118218674334,-0.0034048396365831623,-0.0022077816570899218,-0.002535789362519054,-0.0028631569695867468,-0.0031501821369494505,-0.0034994217537537304
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.max,0.006085786792809788,0.006002065237565125,0.005918343682320463,0.005834622127075962,0.0057509005718313,0.0018944203534541197,0.0019016306416477125,0.0019088409298414655,0.0019160512180350583,0.0019232615062288112,0.0016354339337116943,0.0016426423580695024,0.0016498507824273105,0.0016570592067851185,0.0016642676311429264,0.0013100878771442213,0.00113554335315343,0.0010971645231134032,0.0010587856930732097,0.001020406863033183,0.0013100878771442213,0.00113554335315343,0.0010971645231134032,0.0010587856930732097,0.001020406863033183,0.0013100878771442213,0.00113554335315343,0.0010971645231134032,0.0010587856930732097,0.001020406863033183
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.range,0.014963186092698604,0.016262135547155804,0.017630987956668925,0.019002465638727845,0.020373943320786774,0.012379769050111499,0.0140574082860076,0.015735047521903862,0.016412875288489257,0.01785877773175602,0.012338188193257313,0.01388309368354532,0.015476057374489706,0.01615388327723932,0.017599783856670135,0.012012842136689841,0.013375994678629247,0.014923371115175799,0.01555560976352741,0.016955923088560393,0.012012842136689841,0.013375994678629247,0.014923371115175799,0.01555560976352741,0.016955923088560393,0.012012842136689841,0.013375994678629247,0.014923371115175799,0.01555560976352741,0.016955923088560393
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveCount,97,69,53,46,37,57,45,38,34,28,33,29,26,25,24,25,21,18,18,19,25,21,18,18,19,23,19,16,16,17
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeCount,988,912,837,761,696,1232,1116,1017,929,852,1480,1346,1235,1136,1047,1750,1609,1485,1378,1281,1980,1826,1696,1587,1490,2243,2086,1946,1828,1716
